CCF,CEBParous,r2,inplotlabel
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.113,2.2818575,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.092,2.2689805,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.105,2.2658772,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.091,2.2605405,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.09,2.2594595,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.102,2.2385516,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.064,2.224138,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.04,2.2125814,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.066,2.2072649,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.046,2.2,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.022,2.2050164,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.065,2.2109208,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.086,2.2215123,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.087,2.2392704,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.098,2.2486603,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.108,2.2425532,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.107,2.2438765,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.1,2.2364218,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.086,2.226254,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.08,2.2127659,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.076,2.2061636,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.077,2.2025452,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.069,2.1987247,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.051,2.1959314,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.04,2.1818182,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.033,2.1673775,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.023,2.159018,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2,2.1344717,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.977,2.1099253,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.967,2.1014957,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.955,2.0886753,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.931,2.076344,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.913,2.0748372,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.9,2.0652175,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.905,2.0528016,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.881,2.0357144,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.874,2.0391731,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.837,2.0343301,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.821,2.018847,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.819,2.0143964,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.772,2.0067949,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.76,1.9954648,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.737,1.9965518,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.902,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.85,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.809,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
