CCF,CEBParous,r2,inplotlabel,Panel,Title,Note,Source
2.637255,2.8020833,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.3454545,3.3454545,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.3859649,2.6930692,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.8244274,2.9365079,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.6343284,2.7364342,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.3106797,2.7045455,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.5970149,2.7619047,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.6125,2.7866666,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.8101265,3.2647059,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.2705882,2.474359,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.2235293,3.6533334,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.5588236,3.1071429,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.2314816,2.5913978,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.7857144,3,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.6304348,3.9761906,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.4675324,3.7083333,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.1826923,3.4479167,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.4366198,2.703125,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.1923077,3.5698924,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.2337663,3.557143,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.0515463,3.2888889,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.8118813,3.0869565,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.1970804,2.4876032,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.6967213,2.9375,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.0629921,2.2782609,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
1.9669422,2.2884614,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.4931507,3.984375,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.060241,3.2987013,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.9456522,3.2261906,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.628866,2.9310346,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.3235295,2.7558138,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.3942308,2.8953488,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.408,2.7614679,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.1881187,2.5999999,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.9256198,3.0782609,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.5555556,3,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.3982301,2.5092592,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.5433071,2.6260164,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
4.1388888,4.3398056,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.8425198,3.2818182,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.481132,2.5288463,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.7457628,2.8421052,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.0428572,3.1791046,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.8256881,2.9056604,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.4315789,2.625,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.5,2.5409837,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.217742,2.3504274,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.2244897,2.4772727,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.3135593,2.3947368,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.3801653,2.5043478,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.9791667,3.1428571,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.0091743,3.3469388,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.0918367,3.2234042,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.3168316,2.4631579,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.3913043,2.5,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.195122,2.3376622,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
1.6875,1.9058824,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.1809523,2.2673268,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.141593,2.3269231,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.5068493,2.7727273,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.4333334,2.6071429,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.0485437,2.2210526,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.4205608,2.5643563,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.3925233,2.4854369,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.0958905,3.1388888,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.231405,2.25,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.8297873,2.8913043,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.6464646,2.7578948,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.3563218,2.4404762,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.0701754,2.1454546,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
1.9904761,2.1111112,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
1.726415,1.967742,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
